Año,Municipio,rango tamaño predial,cantidad de predios,área (Ha),cantidad de propietarios,área(Ha)/propetario
2014,San José de Uré,B1.Mayor a 3 ha - hasta 5 ha,53,218.46490000000003,53,4.1219792452830193
2014,San José de Uré,B2.Mayor a 5 ha - hasta 10 ha,147,1004.1121000000005,147,6.8306945578231328
2014,San José de Uré,C1.Mayor a 10 ha - hasta 20 ha,196,3356.0924999999925,196,17.12292091836731
2014,San José de Uré,D1.Mayor a 20 ha - hasta 50 ha,203,5796.195899999997,203,28.55268916256156
2014,San José de Uré,D2.Mayor a 50 ha - hasta 100 ha,42,3191.652599999999,42,75.991728571428553
2014,San José de Uré,D3.Mayor a 100 ha - hasta 200 ha,51,7053.8110999999908,51,138.31002156862726
2014,San José de Uré,E1.Mayor a 200 ha - hasta 500 ha,35,9290.6788999999899,35,265.44796857142831
2014,San José de Uré,E2.Mayor a 500 ha - hasta 1000 ha,5,3668.8400999999972,5,733.76801999999941
2014,San José de Uré,E4.Mayor a 2000 ha - hasta 5000 ha,3,7007.5733999999902,3,2335.8577999999966
2014,San José de Uré,E5.Mayor a 5000 ha - hasta 10000 ha,1,5056.4546,1,5056.4546
2014,San Pelayo,"A1.Hasta 0,5 ha",1815,356.10189999999994,1814,0.196307552370452
2014,San Pelayo,"A2.Mayor a 0,5 ha - hasta 1 ha",604,489.3178999999995,604,0.81012897350993296
2014,San Pelayo,"A3.Mayor a 1 ha - hasta 2,5 ha",1050,1837.2509999999997,1050,1.749762857142857
2014,San Pelayo,"A4.Mayor a 2,5 ha - hasta 3 ha",255,721.57339999999976,252,2.8633865079365068
2014,San Pelayo,B1.Mayor a 3 ha - hasta 5 ha,690,2748.0029,690,3.9826128985507245
2014,San Pelayo,B2.Mayor a 5 ha - hasta 10 ha,876,6231.3839000000044,876,7.1134519406392744
2014,San Pelayo,C1.Mayor a 10 ha - hasta 20 ha,601,8240.898999999994,601,13.711978369384349
2014,San Pelayo,D1.Mayor a 20 ha - hasta 50 ha,335,10018.676599999993,334,29.996037724550877
2014,San Pelayo,D2.Mayor a 50 ha - hasta 100 ha,114,7941.0599999999922,113,70.274867256637094
2014,San Pelayo,D3.Mayor a 100 ha - hasta 200 ha,21,2624.4229999999961,21,124.97252380952362
2014,San Pelayo,E1.Mayor a 200 ha - hasta 500 ha,7,1849.6657999999968,7,264.23797142857097
2014,Tierralta,"A1.Hasta 0,5 ha",1666,282.27719999999931,1653,0.1707666061705985
2014,Tierralta,"A2.Mayor a 0,5 ha - hasta 1 ha",263,193.62260000000006,257,0.75339533073929987
2014,Tierralta,"A3.Mayor a 1 ha - hasta 2,5 ha",645,1144.6106000000009,623,1.8372561797752822
2014,Tierralta,"A4.Mayor a 2,5 ha - hasta 3 ha",157,502.20190000000002,155,3.2400122580645161
2014,Tierralta,B1.Mayor a 3 ha - hasta 5 ha,755,3340.4291999999987,730,4.5759304109589021
2014,Tierralta,B2.Mayor a 5 ha - hasta 10 ha,598,4255.0691999999963,558,7.6255720430107461
2014,Tierralta,C1.Mayor a 10 ha - hasta 20 ha,594,7498.9323999999906,510,14.703789019607825
2014,Tierralta,D1.Mayor a 20 ha - hasta 50 ha,760,16109.95439999999,500,32.219908799999978
2014,Tierralta,D2.Mayor a 50 ha - hasta 100 ha,408,15318.304099999998,222,69.001369819819814
2014,Tierralta,D3.Mayor a 100 ha - hasta 200 ha,215,14259.12049999997,114,125.08000438596464
2014,Tierralta,E1.Mayor a 200 ha - hasta 500 ha,77,14189.849999999977,52,272.88173076923033
2014,Tierralta,E2.Mayor a 500 ha - hasta 1000 ha,25,12712.511299999984,18,706.25062777777691
2014,Tierralta,E3.Mayor a 1000 ha - hasta 2000 ha,5,1593.5864999999999,2,796.79324999999994
2014,Tierralta,E4.Mayor a 2000 ha - hasta 5000 ha,5,3204.1707000000001,1,3204.1707000000001
2014,Tierralta,E6.Mayor a 10000 ha,5,110322.36,1,110322.36
2014,Tuchín,"A1.Hasta 0,5 ha",403,120.14490000000005,395,0.3041643037974685
2014,Tuchín,"A2.Mayor a 0,5 ha - hasta 1 ha",313,256.34950000000009,306,0.83774346405228783
2014,Tuchín,"A3.Mayor a 1 ha - hasta 2,5 ha",509,875.30879999999934,501,1.7471233532934118
2014,Tuchín,"A4.Mayor a 2,5 ha - hasta 3 ha",105,282.8723,101,2.8007158415841582
2014,Tuchín,B1.Mayor a 3 ha - hasta 5 ha,252,999.4722000000005,247,4.0464461538461558
2014,Tuchín,B2.Mayor a 5 ha - hasta 10 ha,248,1828.9354999999982,242,7.5575847107437939
2014,Tuchín,C1.Mayor a 10 ha - hasta 20 ha,125,1714.1063999999992,125,13.712851199999994
2014,Tuchín,D1.Mayor a 20 ha - hasta 50 ha,64,1910.2773999999984,64,29.848084374999974
2014,Tuchín,D2.Mayor a 50 ha - hasta 100 ha,14,892.33559999999898,14,63.738257142857073
2014,Tuchín,D3.Mayor a 100 ha - hasta 200 ha,5,628.19399999999996,5,125.63879999999999
2014,Tuchín,E1.Mayor a 200 ha - hasta 500 ha,5,543.65229999999906,5,108.73045999999981
2014,Tuchín,E2.Mayor a 500 ha - hasta 1000 ha,1,748.39999999999895,1,748.39999999999895
2014,Valencia,"A1.Hasta 0,5 ha",502,69.683100000000152,500,0.1393662000000003
2014,Valencia,"A2.Mayor a 0,5 ha - hasta 1 ha",127,147.9067,123,1.2024934959349594
2014,Valencia,"A3.Mayor a 1 ha - hasta 2,5 ha",297,454.89230000000003,263,1.7296285171102663
2014,Valencia,"A4.Mayor a 2,5 ha - hasta 3 ha",59,166.6865,59,2.825194915254237
2014,Valencia,B1.Mayor a 3 ha - hasta 5 ha,192,830.5826999999997,189,4.394617460317459
2014,Valencia,B2.Mayor a 5 ha - hasta 10 ha,697,5190.1078999999963,695,7.467781151079131
2014,Valencia,C1.Mayor a 10 ha - hasta 20 ha,585,8742.3429999999698,577,15.151374350086602
2014,Valencia,D1.Mayor a 20 ha - hasta 50 ha,442,13643.494299999982,433,31.509224711316357
2014,Valencia,D2.Mayor a 50 ha - hasta 100 ha,203,13377.605399999986,198,67.563663636363572
2014,Valencia,D3.Mayor a 100 ha - hasta 200 ha,97,13436.272099999975,95,141.43444315789446
2014,Valencia,E1.Mayor a 200 ha - hasta 500 ha,53,15472.757799999985,52,297.55303461538432
2014,Valencia,E2.Mayor a 500 ha - hasta 1000 ha,17,9087.7552999999916,15,605.85035333333281
2014,Valencia,E3.Mayor a 1000 ha - hasta 2000 ha,3,3930.0746999999992,3,1310.0248999999997
2014,Valencia,E4.Mayor a 2000 ha - hasta 5000 ha,1,16708.611700000001,1,16708.611700000001
2015,Ayapel,"A1.Hasta 0,5 ha",251,45.3,261,0.17358697318007674
2015,Ayapel,"A2.Mayor a 0,5 ha - hasta 1 ha",78,60.7,96,0.63218958333333342
2015,Ayapel,"A3.Mayor a 1 ha - hasta 2,5 ha",179,328.3,204,1.6094887254901962
2015,Ayapel,"A4.Mayor a 2,5 ha - hasta 3 ha",42,100.7,47,2.1430680851063828
2015,Ayapel,B1.Mayor a 3 ha - hasta 5 ha,163,628.9,200,3.1447245000000015
2015,Ayapel,B2.Mayor a 5 ha - hasta 10 ha,354,2981.1,404,7.3789039603960402
2015,Ayapel,C1.Mayor a 10 ha - hasta 20 ha,641,9497.9,747,12.714751137884923
2015,Ayapel,D1.Mayor a 20 ha - hasta 50 ha,705,22364.4,916,24.415265829694295
2015,Ayapel,D2.Mayor a 50 ha - hasta 100 ha,377,26509.6,563,47.086374422735311
2015,Ayapel,D3.Mayor a 100 ha - hasta 200 ha,193,27211.9,341,79.8003826979471
2015,Ayapel,E1.Mayor a 200 ha - hasta 500 ha,118,34932.9,172,203.09829360465108
2015,Ayapel,E2.Mayor a 500 ha - hasta 1000 ha,34,23138.5,37,625.36396486486444
2015,Ayapel,E3.Mayor a 1000 ha - hasta 2000 ha,16,19717.8,17,1159.8707823529398
2015,Ayapel,E4.Mayor a 2000 ha - hasta 5000 ha,4,11217.5,4,2804.3705499999978
2015,Buenavista,"A1.Hasta 0,5 ha",344,1373.3,364,3.7727217032967033
2015,Buenavista,"A2.Mayor a 0,5 ha - hasta 1 ha",55,42.2,61,0.69159836065573765
2015,Buenavista,"A3.Mayor a 1 ha - hasta 2,5 ha",120,224.1,141,1.5892510638297868
2015,Buenavista,"A4.Mayor a 2,5 ha - hasta 3 ha",35,111.8,39,2.8658461538461539
2015,Buenavista,B1.Mayor a 3 ha - hasta 5 ha,123,543.6,147,3.6981462585034004
2015,Buenavista,B2.Mayor a 5 ha - hasta 10 ha,296,2309.7,357,6.4698490196078513
2015,Buenavista,C1.Mayor a 10 ha - hasta 20 ha,312,4538.1,396,11.459782070707059
2015,Buenavista,D1.Mayor a 20 ha - hasta 50 ha,314,9157.3,456,20.081784210526294
2015,Buenavista,D2.Mayor a 50 ha - hasta 100 ha,152,10153.8,240,42.307622916666659
2015,Buenavista,D3.Mayor a 100 ha - hasta 200 ha,86,12065.9,158,76.366744936708699
2015,Buenavista,E1.Mayor a 200 ha - hasta 500 ha,80,24002.1,121,198.3642198347105
2015,Buenavista,E2.Mayor a 500 ha - hasta 1000 ha,15,9827.3,22,446.69595454545447
2015,Buenavista,E3.Mayor a 1000 ha - hasta 2000 ha,5,5584.7,6,930.77529999999842
2015,Buenavista,E4.Mayor a 2000 ha - hasta 5000 ha,1,2457.8,1,2457.8069999999898
2015,Canalete,"A1.Hasta 0,5 ha",389,66.8,423,0.15789078014184396
2015,Canalete,"A2.Mayor a 0,5 ha - hasta 1 ha",112,85.7,118,0.726149152542373
2015,Canalete,"A3.Mayor a 1 ha - hasta 2,5 ha",190,359.6,217,1.656928571428572
2015,Canalete,"A4.Mayor a 2,5 ha - hasta 3 ha",58,170.1,67,2.5394611940298502
2015,Canalete,B1.Mayor a 3 ha - hasta 5 ha,188,775.8,211,3.6766568720379138
2015,Canalete,B2.Mayor a 5 ha - hasta 10 ha,326,2466.4,391,6.3078941176470575
2015,Canalete,C1.Mayor a 10 ha - hasta 20 ha,362,5212.1,513,10.159941910331373
2015,Canalete,D1.Mayor a 20 ha - hasta 50 ha,242,7663.9,375,20.437024533333311
2015,Canalete,D2.Mayor a 50 ha - hasta 100 ha,106,6965.1,194,35.902572164948438
2015,Canalete,D3.Mayor a 100 ha - hasta 200 ha,52,7124.3,68,104.76872058823508
2015,Canalete,E1.Mayor a 200 ha - hasta 500 ha,31,8608.9,43,200.20706046511597
2015,Canalete,E2.Mayor a 500 ha - hasta 1000 ha,4,2627.7181999999984,4,656.92954999999961
2015,Cereté,"A1.Hasta 0,5 ha",6423,653.54140000000621,6753,0.096777935732268061
2015,Cereté,"A2.Mayor a 0,5 ha - hasta 1 ha",650,505.58899999999988,757,0.66788507265521779
2015,Cereté,"A3.Mayor a 1 ha - hasta 2,5 ha",939,1556.597100000002,1163,1.3384325881341377
2015,Cereté,"A4.Mayor a 2,5 ha - hasta 3 ha",191,511.86889999999988,246,2.0807678861788612
2015,Cereté,B1.Mayor a 3 ha - hasta 5 ha,439,1662.0063000000005,555,2.9946059459459469
2015,Cereté,B2.Mayor a 5 ha - hasta 10 ha,430,3093.4193000000014,534,5.792920037453186
2015,Cereté,C1.Mayor a 10 ha - hasta 20 ha,241,3110.9584999999965,368,8.453691576086948
2015,Cereté,D1.Mayor a 20 ha - hasta 50 ha,157,4837.815499999997,212,22.819884433962251
2015,Cereté,D2.Mayor a 50 ha - hasta 100 ha,77,5242.0292999999974,131,40.015490839694635
2015,Cereté,D3.Mayor a 100 ha - hasta 200 ha,28,3294.752799999992,42,78.446495238095054
2015,Cereté,E1.Mayor a 200 ha - hasta 500 ha,3,661.899799999999,11,60.172709090909002
2015,Cereté,E2.Mayor a 500 ha - hasta 1000 ha,2,1092.5829999999978,7,156.08328571428541
2015,Cereté,E3.Mayor a 1000 ha - hasta 2000 ha,1,1161.22,1,1161.22
2015,Chima,"A1.Hasta 0,5 ha",358,58.002499999999984,368,0.15761548913043474
2015,Chima,"A2.Mayor a 0,5 ha - hasta 1 ha",114,108.79960000000005,118,0.92203050847457668
2015,Chima,"A3.Mayor a 1 ha - hasta 2,5 ha",283,541.12310000000002,316,1.7124148734177216
2015,Chima,"A4.Mayor a 2,5 ha - hasta 3 ha",65,194.24990000000003,68,2.8566161764705886
2015,Chima,B1.Mayor a 3 ha - hasta 5 ha,257,1117.3569999999993,302,3.6998576158940373
2015,Chima,B2.Mayor a 5 ha - hasta 10 ha,373,2692.9424000000017,505,5.3325592079207951
2015,Chima,C1.Mayor a 10 ha - hasta 20 ha,341,4884.2150999999958,502,9.7295121513944132
2015,Chima,D1.Mayor a 20 ha - hasta 50 ha,245,7433.5861999999961,413,17.998998062953987
2015,Chima,D2.Mayor a 50 ha - hasta 100 ha,81,5776.6633999999931,149,38.769553020134182
2015,Chima,D3.Mayor a 100 ha - hasta 200 ha,28,3510.5970999999927,74,47.440501351351251
2015,Chima,E1.Mayor a 200 ha - hasta 500 ha,15,4861.0815999999968,73,66.590158904109543
2015,Chima,E3.Mayor a 1000 ha - hasta 2000 ha,1,1153.3751999999899,4,288.34379999999749
2015,Chinú,"A1.Hasta 0,5 ha",830,156.58870000000019,860,0.18207988372093045
2015,Chinú,"A2.Mayor a 0,5 ha - hasta 1 ha",330,325.27159999999998,360,0.90353222222222218
2015,Chinú,"A3.Mayor a 1 ha - hasta 2,5 ha",890,1625.4191999999971,1034,1.5719721470019314
2015,Chinú,"A4.Mayor a 2,5 ha - hasta 3 ha",248,693.16180000000008,308,2.250525324675325
2015,Chinú,B1.Mayor a 3 ha - hasta 5 ha,720,2973.6666999999979,932,3.1906295064377659
2015,Chinú,B2.Mayor a 5 ha - hasta 10 ha,901,6352.8483999999999,1231,5.160721689683184
2015,Chinú,C1.Mayor a 10 ha - hasta 20 ha,592,7956.2155999999986,877,9.0720816419612298
2015,Chinú,D1.Mayor a 20 ha - hasta 50 ha,371,11097.513399999996,575,19.300023304347821
2015,Chinú,D2.Mayor a 50 ha - hasta 100 ha,134,9108.628999999999,230,39.602734782608692
2015,Chinú,D3.Mayor a 100 ha - hasta 200 ha,76,10197.858199999975,120,84.982151666666454
2015,Chinú,E1.Mayor a 200 ha - hasta 500 ha,22,6367.401199999993,35,181.92574857142836
2015,Chinú,E2.Mayor a 500 ha - hasta 1000 ha,7,4800.3276999999971,7,685.7610999999996
2015,Ciénaga de Oro,"A1.Hasta 0,5 ha",1387,203.65820000000022,1461,0.13939644079397687
2015,Ciénaga de Oro,"A2.Mayor a 0,5 ha - hasta 1 ha",469,402.59119999999996,540,0.74553925925925923
2015,Ciénaga de Oro,"A3.Mayor a 1 ha - hasta 2,5 ha",963,1862.068600000001,1125,1.6551720888888897
2015,Ciénaga de Oro,"A4.Mayor a 2,5 ha - hasta 3 ha",263,767.76010000000053,325,2.3623387692307709
2015,Ciénaga de Oro,B1.Mayor a 3 ha - hasta 5 ha,789,3198.880900000001,989,3.2344599595551071
2015,Ciénaga de Oro,B2.Mayor a 5 ha - hasta 10 ha,1072,7953.8631999999907,1421,5.5973703026037933
2015,Ciénaga de Oro,C1.Mayor a 10 ha - hasta 20 ha,811,11068.023699999969,1140,9.7087927192982182
2015,Ciénaga de Oro,D1.Mayor a 20 ha - hasta 50 ha,485,14238.001899999988,721,19.747575450762813
2015,Ciénaga de Oro,D2.Mayor a 50 ha - hasta 100 ha,146,10005.919699999993,226,44.273980973451295
2015,Ciénaga de Oro,D3.Mayor a 100 ha - hasta 200 ha,52,6938.4770999999855,85,81.629142352941003
2015,Ciénaga de Oro,E1.Mayor a 200 ha - hasta 500 ha,21,5418.611999999991,29,186.84868965517211
2015,Ciénaga de Oro,E2.Mayor a 500 ha - hasta 1000 ha,2,1294.4007000000001,3,431.46690000000007
2015,Cotorra,"A1.Hasta 0,5 ha",580,84.032899999999941,601,0.13982179700499159
2015,Cotorra,"A2.Mayor a 0,5 ha - hasta 1 ha",163,126.75750000000002,183,0.69266393442622964
2015,Cotorra,"A3.Mayor a 1 ha - hasta 2,5 ha",399,669.03590000000042,426,1.5705068075117381
2015,Cotorra,"A4.Mayor a 2,5 ha - hasta 3 ha",99,269.59129999999999,108,2.4962157407407406
2015,Cotorra,B1.Mayor a 3 ha - hasta 5 ha,254,997.77130000000045,300,3.3259043333333347
2015,Cotorra,B2.Mayor a 5 ha - hasta 10 ha,257,1765.6126999999963,352,5.0159451704545353
2015,Cotorra,C1.Mayor a 10 ha - hasta 20 ha,105,1444.5035999999984,152,9.503313157894727
2015,Cotorra,D1.Mayor a 20 ha - hasta 50 ha,49,1262.3069999999987,67,18.840402985074608
2015,Cotorra,D2.Mayor a 50 ha - hasta 100 ha,12,852.25849999999991,20,42.612924999999997
2015,Cotorra,D3.Mayor a 100 ha - hasta 200 ha,6,673.11129999999901,6,112.18521666666651
2015,La Apartada,"A1.Hasta 0,5 ha",430,19.505900000000043,441,0.044231065759637284
2015,La Apartada,"A2.Mayor a 0,5 ha - hasta 1 ha",31,17.764899999999997,33,0.53833030303030294
2015,La Apartada,"A3.Mayor a 1 ha - hasta 2,5 ha",32,48.663400000000003,35,1.3903828571428571
2015,La Apartada,"A4.Mayor a 2,5 ha - hasta 3 ha",9,37.2926,11,3.3902363636363635
2015,La Apartada,B1.Mayor a 3 ha - hasta 5 ha,12,27.48,10,2.7480000000000002
2015,La Apartada,B2.Mayor a 5 ha - hasta 10 ha,21,141.33430000000001,23,6.1449695652173917
2015,La Apartada,C1.Mayor a 10 ha - hasta 20 ha,25,358.9039999999996,30,11.963466666666653
2015,La Apartada,D1.Mayor a 20 ha - hasta 50 ha,45,1397.3017999999988,62,22.537125806451595
2015,La Apartada,D2.Mayor a 50 ha - hasta 100 ha,31,2211.8382999999981,54,40.95996851851848
2015,La Apartada,D3.Mayor a 100 ha - hasta 200 ha,35,4603.1037999999917,51,90.2569372549018
2015,La Apartada,E1.Mayor a 200 ha - hasta 500 ha,29,8152.5214999999907,40,203.81303749999978
2015,La Apartada,E2.Mayor a 500 ha - hasta 1000 ha,11,7342.3601999999864,28,262.22714999999954
2015,La Apartada,E3.Mayor a 1000 ha - hasta 2000 ha,2,2271.1941999999799,2,1135.59709999999
2015,Lorica,"A1.Hasta 0,5 ha",2410,383.70150000000024,2577,0.14889464493597215
2015,Lorica,"A2.Mayor a 0,5 ha - hasta 1 ha",656,557.71949999999936,756,0.73772420634920555
2015,Lorica,"A3.Mayor a 1 ha - hasta 2,5 ha",1333,2446.5435000000043,1544,1.5845488989637333
2015,Lorica,"A4.Mayor a 2,5 ha - hasta 3 ha",348,1013.4796999999996,427,2.3734887587822007
2015,Lorica,B1.Mayor a 3 ha - hasta 5 ha,1173,4799.2957999999999,1526,3.1450169069462648
2015,Lorica,B2.Mayor a 5 ha - hasta 10 ha,1775,12692.470600000001,2389,5.3128801172038509
2015,Lorica,C1.Mayor a 10 ha - hasta 20 ha,1241,16720.436599999975,1760,9.5002480681818042
2015,Lorica,D1.Mayor a 20 ha - hasta 50 ha,682,20227.569199999998,1042,19.412254510556622
2015,Lorica,D2.Mayor a 50 ha - hasta 100 ha,176,11371.680499999993,285,39.90063333333331
2015,Lorica,D3.Mayor a 100 ha - hasta 200 ha,68,8863.8595999999798,109,81.319812844036505
2015,Lorica,E1.Mayor a 200 ha - hasta 500 ha,26,7592.188899999991,36,210.89413611111087
2015,Lorica,E2.Mayor a 500 ha - hasta 1000 ha,5,3449.6126999999992,10,344.9612699999999
2015,Los Córdobas,"A1.Hasta 0,5 ha",550,58.465100000000085,580,0.10080189655172428
2015,Los Córdobas,"A2.Mayor a 0,5 ha - hasta 1 ha",82,69.518200000000022,88,0.78997954545454574
2015,Los Córdobas,"A3.Mayor a 1 ha - hasta 2,5 ha",205,407.02280000000013,228,1.7851877192982462
2015,Los Córdobas,"A4.Mayor a 2,5 ha - hasta 3 ha",61,186.0616,65,2.8624861538461537
2015,Los Córdobas,B1.Mayor a 3 ha - hasta 5 ha,193,789.84699999999987,209,3.7791722488038273
2015,Los Córdobas,B2.Mayor a 5 ha - hasta 10 ha,305,2250.952299999999,327,6.8836461773700277
2015,Los Córdobas,C1.Mayor a 10 ha - hasta 20 ha,237,3492.1245999999951,327,10.679280122324144
2015,Los Córdobas,D1.Mayor a 20 ha - hasta 50 ha,222,6645.2938999999924,263,25.267277186311759
2015,Los Córdobas,D2.Mayor a 50 ha - hasta 100 ha,68,4579.0218999999952,77,59.467816883116818
2015,Los Córdobas,D3.Mayor a 100 ha - hasta 200 ha,30,4569.6416999999929,50,91.392833999999851
2015,Los Córdobas,E1.Mayor a 200 ha - hasta 500 ha,20,6378.893999999992,48,132.89362499999984
2015,Los Córdobas,E2.Mayor a 500 ha - hasta 1000 ha,6,4035.7068999999992,10,403.5706899999999
2015,Los Córdobas,E3.Mayor a 1000 ha - hasta 2000 ha,2,2307.9998000000001,6,384.66663333333332
2015,Momil,"A1.Hasta 0,5 ha",322,52.299799999999998,348,0.1502867816091954
2015,Momil,"A2.Mayor a 0,5 ha - hasta 1 ha",53,43.719499999999996,55,0.79489999999999994
2015,Momil,"A3.Mayor a 1 ha - hasta 2,5 ha",177,374.25549999999998,194,1.9291520618556701
2015,Momil,"A4.Mayor a 2,5 ha - hasta 3 ha",42,129.3374,46,2.8116826086956523
2015,Momil,B1.Mayor a 3 ha - hasta 5 ha,180,750.14779999999996,210,3.5721323809523806
2015,Momil,B2.Mayor a 5 ha - hasta 10 ha,202,1456.3850999999986,265,5.495792830188674
2015,Momil,C1.Mayor a 10 ha - hasta 20 ha,138,1890.3832999999968,218,8.6714830275229211
2015,Momil,D1.Mayor a 20 ha - hasta 50 ha,104,3087.5988999999959,161,19.177632919254634
2015,Momil,D2.Mayor a 50 ha - hasta 100 ha,33,2246.7163999999989,50,44.934327999999979
2015,Momil,D3.Mayor a 100 ha - hasta 200 ha,13,1966.8610999999978,23,85.51569999999991
2015,Momil,E1.Mayor a 200 ha - hasta 500 ha,4,849.170999999998,4,212.2927499999995
2015,Momil,E4.Mayor a 2000 ha - hasta 5000 ha,1,1920,1,1920
2015,Montelíbano,"A1.Hasta 0,5 ha",740,68.986900000000176,769,0.089709882964889701
2015,Montelíbano,"A2.Mayor a 0,5 ha - hasta 1 ha",50,39.678099999999993,53,0.74864339622641496
2015,Montelíbano,"A3.Mayor a 1 ha - hasta 2,5 ha",126,207.49479999999997,172,1.2063651162790696
2015,Montelíbano,"A4.Mayor a 2,5 ha - hasta 3 ha",24,62.221000000000004,27,2.3044814814814818
2015,Montelíbano,B1.Mayor a 3 ha - hasta 5 ha,102,456.41999999999996,116,3.9346551724137928
2015,Montelíbano,B2.Mayor a 5 ha - hasta 10 ha,236,1927.3841000000002,316,6.0993167721518997
2015,Montelíbano,C1.Mayor a 10 ha - hasta 20 ha,487,7446.3599999999797,561,13.273368983957184
2015,Montelíbano,D1.Mayor a 20 ha - hasta 50 ha,490,14657.241499999975,578,25.358549307958434
2015,Montelíbano,D2.Mayor a 50 ha - hasta 100 ha,245,17141.126599999992,336,51.015257738095215
2015,Montelíbano,D3.Mayor a 100 ha - hasta 200 ha,121,15214.844099999978,179,84.999129050279208
2015,Montelíbano,E1.Mayor a 200 ha - hasta 500 ha,65,19787.160199999984,101,195.9124772277226
2015,Montelíbano,E2.Mayor a 500 ha - hasta 1000 ha,16,11292.466599999996,24,470.51944166666652
2015,Montelíbano,E3.Mayor a 1000 ha - hasta 2000 ha,4,4297.9723999999896,4,1074.4930999999974
2015,Montelíbano,E6.Mayor a 10000 ha,2,59365.046499999902,2,29682.523249999951
2015,Montería,"A1.Hasta 0,5 ha",6709,1143.0075999999854,7420,0.15404415094339424
2015,Montería,"A2.Mayor a 0,5 ha - hasta 1 ha",1156,902.4264999999989,1391,0.64876096333572886
2015,Montería,"A3.Mayor a 1 ha - hasta 2,5 ha",1652,2943.893799999993,1956,1.5050581799590965
2015,Montería,"A4.Mayor a 2,5 ha - hasta 3 ha",373,1098.6774999999998,442,2.4856957013574656
2015,Montería,B1.Mayor a 3 ha - hasta 5 ha,1219,5152.3546000000051,1475,3.4931217627118678
2015,Montería,B2.Mayor a 5 ha - hasta 10 ha,2161,16001.95839999997,2721,5.8809108416023408
2015,Montería,C1.Mayor a 10 ha - hasta 20 ha,2023,29104.718400000125,2612,11.14269464012256
2015,Montería,D1.Mayor a 20 ha - hasta 50 ha,1521,46306.847199999997,2218,20.877748963029756
2015,Montería,D2.Mayor a 50 ha - hasta 100 ha,649,46793.579399999951,950,49.256399368421
2015,Montería,D3.Mayor a 100 ha - hasta 200 ha,384,51838.195299999876,577,89.84089306759077
2015,Montería,E1.Mayor a 200 ha - hasta 500 ha,217,61953.528199999913,334,185.48960538922131
2015,Montería,E2.Mayor a 500 ha - hasta 1000 ha,45,27888.432099999984,178,156.67658483146059
2015,Montería,E3.Mayor a 1000 ha - hasta 2000 ha,10,12647.717699999979,13,972.90136153845992
2015,Montería,E4.Mayor a 2000 ha - hasta 5000 ha,2,4037.9677999999799,2,2018.9838999999899
2015,Moñitos,"A1.Hasta 0,5 ha",634,138.78669999999994,745,0.1862908724832214
2015,Moñitos,"A2.Mayor a 0,5 ha - hasta 1 ha",142,122.14180000000002,151,0.80888609271523193
2015,Moñitos,"A3.Mayor a 1 ha - hasta 2,5 ha",279,546.88060000000007,316,1.7306348101265825
2015,Moñitos,"A4.Mayor a 2,5 ha - hasta 3 ha",85,268.84059999999999,94,2.8600063829787232
2015,Moñitos,B1.Mayor a 3 ha - hasta 5 ha,232,986.71789999999987,270,3.6545107407407404
2015,Moñitos,B2.Mayor a 5 ha - hasta 10 ha,373,2885.7186999999994,421,6.8544387173396659
2015,Moñitos,C1.Mayor a 10 ha - hasta 20 ha,282,4010.9800999999961,343,11.693819533527686
2015,Moñitos,D1.Mayor a 20 ha - hasta 50 ha,175,5417.8107999999975,265,20.444569056603765
2015,Moñitos,D2.Mayor a 50 ha - hasta 100 ha,20,1251.689599999999,35,35.762559999999972
2015,Moñitos,D3.Mayor a 100 ha - hasta 200 ha,7,744.1161999999988,20,37.205809999999943
2015,Moñitos,E1.Mayor a 200 ha - hasta 500 ha,2,471.16869999999903,2,235.58434999999952
2015,Planeta Rica,"A1.Hasta 0,5 ha",1036,749.44339999999966,1129,0.66381169176262145
2015,Planeta Rica,"A2.Mayor a 0,5 ha - hasta 1 ha",184,154.60579999999993,208,0.74329711538461507
2015,Planeta Rica,"A3.Mayor a 1 ha - hasta 2,5 ha",312,655.68680000000006,367,1.7866125340599457
2015,Planeta Rica,"A4.Mayor a 2,5 ha - hasta 3 ha",99,275.69510000000002,111,2.4837396396396398
2015,Planeta Rica,B1.Mayor a 3 ha - hasta 5 ha,289,1180.0145000000002,349,3.3811303724928372
2015,Planeta Rica,B2.Mayor a 5 ha - hasta 10 ha,637,4845.5763000000006,800,6.0569703750000006
2015,Planeta Rica,C1.Mayor a 10 ha - hasta 20 ha,771,11562.077299999964,972,11.895141255143997
2015,Planeta Rica,D1.Mayor a 20 ha - hasta 50 ha,723,22137.415299999993,954,23.204837840670852
2015,Planeta Rica,D2.Mayor a 50 ha - hasta 100 ha,281,19408.973499999989,429,45.242362470862446
2015,Planeta Rica,D3.Mayor a 100 ha - hasta 200 ha,134,18042.105199999951,216,83.528264814814591
2015,Planeta Rica,E1.Mayor a 200 ha - hasta 500 ha,84,25190.168399999966,135,186.59383999999974
2015,Planeta Rica,E2.Mayor a 500 ha - hasta 1000 ha,16,9992.3822999999957,26,384.322396153846
2015,Planeta Rica,E3.Mayor a 1000 ha - hasta 2000 ha,2,2205.2061000000003,2,1102.6030500000002
2015,Pueblo Nuevo,"A1.Hasta 0,5 ha",882,120.15580000000008,917,0.13103140676117783
2015,Pueblo Nuevo,"A2.Mayor a 0,5 ha - hasta 1 ha",141,132.57149999999999,153,0.86648039215686268
