Año,Municipio,rango tamaño predial,cantidad de predios,área (Ha),cantidad de propietarios,área(Ha)/propetario
2019,San Andrés de Sotavento,D1.Mayor a 20 ha - hasta 50 ha,137,3636.0277999999958,235,15.472458723404237
2019,San Andrés de Sotavento,D2.Mayor a 50 ha - hasta 100 ha,36,2582.215499999998,42,61.481321428571377
2019,San Andrés de Sotavento,D3.Mayor a 100 ha - hasta 200 ha,17,2235.4887999999951,23,97.195165217391093
2019,San Andrés de Sotavento,E1.Mayor a 200 ha - hasta 500 ha,5,1497.9773999999979,5,299.59547999999961
2019,San Antero,"A1.Hasta 0,5 ha",2184,219.04239999999945,2728,0.080294134897360495
2019,San Antero,"A2.Mayor a 0,5 ha - hasta 1 ha",127,98.727599999999995,153,0.64527843137254903
2019,San Antero,"A3.Mayor a 1 ha - hasta 2,5 ha",175,335.66699999999997,214,1.56853738317757
2019,San Antero,"A4.Mayor a 2,5 ha - hasta 3 ha",42,128.76669999999996,46,2.799276086956521
2019,San Antero,B1.Mayor a 3 ha - hasta 5 ha,209,838.82460000000037,234,3.5847205128205144
2019,San Antero,B2.Mayor a 5 ha - hasta 10 ha,289,2127.8006,378,5.6291021164021169
2019,San Antero,C1.Mayor a 10 ha - hasta 20 ha,253,3350.7612999999978,341,9.8262794721407563
2019,San Antero,D1.Mayor a 20 ha - hasta 50 ha,100,2934.3358999999964,136,21.575999264705857
2019,San Antero,D2.Mayor a 50 ha - hasta 100 ha,32,2102.3025999999968,56,37.541117857142801
2019,San Antero,D3.Mayor a 100 ha - hasta 200 ha,10,1423.0782999999951,26,54.733780769230584
2019,San Antero,E1.Mayor a 200 ha - hasta 500 ha,4,1056.7350000000001,18,58.70750000000001
2019,San Antero,E2.Mayor a 500 ha - hasta 1000 ha,1,563.87519999999904,1,563.87519999999904
2019,San Antero,E4.Mayor a 2000 ha - hasta 5000 ha,1,4931,1,4931
2019,San Bernardo del Viento,"A1.Hasta 0,5 ha",1579,249.09250000000026,1816,0.13716547356828207
2019,San Bernardo del Viento,"A2.Mayor a 0,5 ha - hasta 1 ha",384,331.60059999999959,458,0.72401877729257547
2019,San Bernardo del Viento,"A3.Mayor a 1 ha - hasta 2,5 ha",784,1385.2182000000003,928,1.4926920258620693
2019,San Bernardo del Viento,"A4.Mayor a 2,5 ha - hasta 3 ha",195,589.41370000000029,228,2.5851478070175453
2019,San Bernardo del Viento,B1.Mayor a 3 ha - hasta 5 ha,507,2105.7735999999977,609,3.4577563218390766
2019,San Bernardo del Viento,B2.Mayor a 5 ha - hasta 10 ha,701,5275.2923000000019,920,5.7340133695652193
2019,San Bernardo del Viento,C1.Mayor a 10 ha - hasta 20 ha,441,6103.7904999999919,594,10.27574158249157
2019,San Bernardo del Viento,D1.Mayor a 20 ha - hasta 50 ha,201,5803.0548999999928,338,17.168801479289918
2019,San Bernardo del Viento,D2.Mayor a 50 ha - hasta 100 ha,33,2103.3532999999984,67,31.393332835820871
2019,San Bernardo del Viento,D3.Mayor a 100 ha - hasta 200 ha,7,756.75909999999783,13,58.212238461538291
2019,San Bernardo del Viento,E1.Mayor a 200 ha - hasta 500 ha,4,2499.4873999999882,5,499.89747999999764
2019,San Bernardo del Viento,E3.Mayor a 1000 ha - hasta 2000 ha,2,4509.6428999999898,2,2254.8214499999949
2019,San Pelayo,"A1.Hasta 0,5 ha",2073,379.86529999999954,2208,0.17204044384057951
2019,San Pelayo,"A2.Mayor a 0,5 ha - hasta 1 ha",640,511.25179999999949,728,0.70226895604395534
2019,San Pelayo,"A3.Mayor a 1 ha - hasta 2,5 ha",1132,2039.0278000000008,1376,1.4818515988372098
2019,San Pelayo,"A4.Mayor a 2,5 ha - hasta 3 ha",263,731.55509999999981,333,2.1968621621621618
2019,San Pelayo,B1.Mayor a 3 ha - hasta 5 ha,734,3003.3895000000025,976,3.0772433401639372
2019,San Pelayo,B2.Mayor a 5 ha - hasta 10 ha,890,6299.4162999999999,1248,5.0476092147435896
