"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S8_NUMPEZDUL","P_S8P1141","P_S8P1151","P_S8P115A1","P_S8P1161","P_S8P116A1","P_S8_NUMPEZSAL","P_S8P1142","P_S8P1152","P_S8P115A2","P_S8P1162","P_S8P116A2"
"281",8,170,20,20750,"03020001","000137320",20750006,1,41221000,100,1,100,1,0,NA,0,0,0,0
"282",8,170,20,20750,"03290001","000069728",20750004,1,41190600,50,1,0,0,0,NA,0,0,0,0
"283",8,170,20,20750,"03380001","000069729",20750004,1,41190600,70,1,20,1,0,NA,0,0,0,0
"284",8,170,20,20770,"00320001","000261928",20770004,2,41190300,10,1,10,1,0,NA,0,0,0,0
"285",8,170,20,20770,"00410000","082105974",20770004,18,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"286",8,170,20,20770,"00410001","000261255",20770004,1,41190600,1,1,1,1,0,NA,0,0,0,0
"287",8,170,20,20770,"00830001","000262002",20770008,1,41190300,2,1,0,0,0,NA,0,0,0,0
"288",8,170,20,20770,"01040001","000262178",54498013,1,41190100,0,0,0,0,0,NA,0,0,0,0
"289",8,170,20,20770,"01380001","000261866",20770005,1,41190300,15,1,300,1,0,NA,0,0,0,0
"290",8,170,20,20770,"03400001","000261335",20770008,1,41190300,2,1,0,0,0,NA,0,0,0,0
"291",8,170,20,20787,"00100001","000626761",20787003,1,41190600,15,1,20,1,0,NA,0,0,0,0
"292",8,170,20,20787,"00250001","000228025",20787004,1,41190600,100,1,80,1,0,NA,0,0,0,0
"293",8,170,20,20787,"00270001","000228027",20787004,1,41190600,105,1,84,1,0,NA,0,0,0,0
"294",8,170,20,20787,"00310001","000228028",20787004,1,41190600,2,1,110,1,0,NA,0,0,0,0
"295",8,170,20,20787,"00360001","000228061",20787003,1,41229900,10,1,9,1,0,NA,0,0,0,0
"296",8,170,20,20787,"00530001","000227956",20787002,2,41190600,40,1,80,1,0,NA,0,0,0,0
"297",8,170,20,20787,"00650001","000227763",20787003,1,41190300,0,0,570,1,0,NA,0,0,0,0
"298",8,170,20,20787,"00750001","000227864",20787004,1,41190600,25,1,26,1,0,NA,0,0,0,0
"299",8,170,20,20787,"00910001","000227989",20787004,1,41190300,50,1,22,1,0,NA,0,0,0,0
"300",8,170,20,20787,"00950001","000227982",20787004,1,41190600,35,1,38,1,0,NA,0,0,0,0
"301",8,170,20,20787,"00960001","000227981",20787004,1,41190600,50,1,100,1,0,NA,0,0,0,0
"302",8,170,20,20787,"01090001","000228029",20787004,1,41190300,50,1,20,1,0,NA,0,0,0,0
"303",8,170,20,20787,"01320001","000228069",20787003,1,41190600,15,1,10,1,0,NA,0,0,0,0
"304",8,170,20,20787,"01510001","000227452",20787003,1,41190600,200,1,0,0,0,NA,0,0,0,0
"305",8,170,20,20787,"01650001","000227970",20787003,1,41190600,6,1,4,1,0,NA,0,0,0,0
"306",8,170,20,20787,"01660001","000227971",20787003,3,41190600,2,1,2,1,0,NA,0,0,0,0
"307",8,170,20,20787,"01670001","000227973",20787003,2,41120101,10,1,9,1,0,NA,0,0,0,0
"308",8,170,20,20787,"01690001","000227975",20787003,2,41220900,15,1,8,1,0,NA,0,0,0,0
"309",8,170,20,20787,"01730001","000227873",20787003,2,41120101,240,1,215,1,0,NA,0,0,0,0
"310",8,170,20,20787,"01750001","000228002",20787003,1,41190600,35,1,13,1,0,NA,0,0,0,0
"311",8,170,20,20787,"01760001","000227872",20787003,2,41190600,25,1,30,1,0,NA,0,0,0,0
"312",8,170,20,20787,"02170001","000227871",20787003,1,41190600,12.5,1,30,1,0,NA,0,0,0,0
"313",8,170,20,20787,"02250001","000626755",20787003,2,41220500,17,1,5,1,0,NA,0,0,0,0
"314",8,170,20,20787,"02610001","000227442",20787003,1,41190600,12.5,1,10,1,0,NA,0,0,0,0
"315",8,170,20,20787,"02610001","000227938",20787004,1,41190600,6,1,4,1,0,NA,0,0,0,0
"316",8,170,20,20787,"02620001","000227460",20787003,1,41190600,120,1,45,1,0,NA,0,0,0,0
"317",8,170,20,20787,"02670001","000228024",20787004,1,41190600,50,1,30,1,0,NA,0,0,0,0
"318",8,170,20,20787,"02710001","000228021",20787004,1,41229900,200,1,130,1,0,NA,0,0,0,0
"319",8,170,20,20787,"02720001","000228022",20787004,1,41190600,25,1,15,1,0,NA,0,0,0,0
"320",8,170,20,20787,"02760001","000227867",20787003,1,41190600,50,1,70,1,0,NA,0,0,0,0
"321",8,170,20,20787,"02780001","000227449",20787003,1,41190600,300,1,0,0,0,NA,0,0,0,0
"322",8,170,20,20787,"02890001","000227529",20787003,1,41220900,25,1,0,0,0,NA,0,0,0,0
"323",8,170,20,20787,"03170001","000227868",20787003,3,41190600,37,1,29,1,0,NA,0,0,0,0
"324",8,170,20,20787,"03190001","000227754",20787003,1,41229900,125,1,125,1,0,NA,0,0,0,0
"325",8,170,20,20787,"03250001","000227445",20787003,2,41220400,38,1,50,1,0,NA,0,0,0,0
"326",8,170,20,20787,"03260001","000227447",20787003,1,41190600,6,1,10,1,0,NA,0,0,0,0
"327",8,170,20,20787,"03270001","000227448",20787003,1,41190600,200,1,0,0,0,NA,0,0,0,0
"328",8,170,20,20787,"03290001","000228003",20787003,1,41190600,125,1,125,1,0,NA,0,0,0,0
"329",8,170,20,20787,"03300001","000227755",20787003,4,41220600,10,1,10,1,0,NA,0,0,0,0
"330",8,170,20,20787,"03310001","000227866",20787003,2,41120101,100,1,120,1,0,NA,0,0,0,0
"331",8,170,20,20787,"03320001","000227870",20787003,3,41220600,50,1,0,0,0,NA,0,0,0,0
"332",8,170,20,20787,"03790001","000227952",20787002,2,41190300,230,1,210,1,0,NA,0,0,0,0
"333",8,170,20,20787,"04310001","000228004",20787003,2,41220600,4,1,100,1,0,NA,0,0,0,0
"334",8,170,20,20787,"04380001","000228005",20787003,4,41120101,19,1,12,1,0,NA,0,0,0,0
"335",8,170,20,20787,"04470001","000228009",20787003,2,41220600,15,1,10,1,0,NA,0,0,0,0
"336",8,170,20,20787,"04750001","000228012",20787003,1,41190300,25,1,42,1,0,NA,0,0,0,0
"337",8,170,20,20787,"04800001","000227487",20787003,1,41190600,50,1,0,0,0,NA,0,0,0,0
"338",8,170,20,20787,"05000001","000227978",20787003,1,41190600,10,1,8,1,0,NA,0,0,0,0
"339",8,170,20,20787,"05710001","000227954",20787002,2,41190600,20,1,35,1,0,NA,0,0,0,0
